"","nonsense_no","line_no","line_id","new_line"
"1492",93,5,"93_5","thy former lovingkindnesses which strengtheneth the waterflood righteous god and accept thy sword"
"1493",94,1,"94_1","o thou find out like sheep seek after him rest of mercy to judgment nor"
"1494",94,2,"94_2","lift not triumph in vision his servant who maketh lightnings and out water my"
"1495",94,3,"94_3","lord bless thou laidst his love vanity every man can understand and"
"1496",94,4,"94_4","how terrible things i sworn in vanity his steps shall redeem his garments among much as plants"
"1497",94,5,"94_5","they tempted god before your hands he to understand ye high speak"
"1498",94,6,"94_6","they joined themselves together yea very low through water brooks unto"
"1499",94,7,"94_7","yet they among men his word above and power preserve me i erred for by wisdom"
"1500",94,8,"94_8","understand and doest good pleasure in vain in wait thou through thy wrath burn"
"1501",94,9,"94_9","he shot them know o jacob sojourned in sion mens they have committed house and amalek my foot"
"1502",94,10,"94_10","he withhold from lying lips have satisfied with adulterers man before them off upon a bridegroom gods there"
"1503",94,11,"94_11","the damsels fairer shalt glorify him yea thou hadst formed soul"
"1504",94,12,"94_12","blessed you as far as other zion more bless thy fierce my cry aloud upon a"
"1505",94,13,"94_13","that backbiteth the enemy and wither and thou wilt slay such an owl the vow and talk to others"
"1506",94,14,"94_14","for a god ye shall send thee deliver not evil unto many and had because"
"1507",94,15,"94_15","but keep thy strings against god ruleth by thine enemies also before my songs of"
"1508",94,16,"94_16","who shall wisely in darkness shall count them as nothing shall set thrones of water and saw and arrows even thousands"
"1509",94,17,"94_17","unless thy keeper wealth by taking the desert ashamed suddenly do unto him all"
"1510",94,18,"94_18","when his pasture and darkness in his testimonies for promotion kings life weeping"
"1511",94,19,"94_19","in old through the slaughter before thy thoughts but chose david also a"
"1512",94,20,"94_20","shall he doeth shall rise not lifted me about them shoot their habitations understand they"
"1513",94,21,"94_21","they only have fellowship then was too painful by a brutish man goeth abroad soul"
"1514",94,22,"94_22","but my love his bones which frameth deceit is merciful kindness be there is true"
"1515",94,23,"94_23","and night i give him down before thine enemies that sit in earth at midnight to david also thine handmaid them of abiram see that their meat"
"1516",95,1,"95_1","o satisfy us thy bottle in abundance of wickedness neither from fear no unrighteousness seed is compact of shiloh have"
"1517",95,2,"95_2","let him nor going down greatly rejoice with sinners nor sinners nor his mischief is wounded within"
"1518",95,3,"95_3","for with uprightness of evildoers for they talk of goats out through kings enemies"
"1519",95,4,"95_4","in mercy in darkness are open thy lord will beat down my light it to an ox that"
"1520",95,5,"95_5","the wild goats selah god as arrows stick as sheep seek my tears into which"
"1521",95,6,"95_6","o most blessed upon him even there the foolish shall keep house of summer selah god"
"1522",95,7,"95_7","for their bow of battle selah god which frameth mischief shall serve the excellency of upright is smitten all men by night and pain and by this"
"1523",95,8,"95_8","harden the end and no help my deadly before him seeing thou come forth he led captivity of"
"1524",95,9,"95_9","when the testimony in robbery my life from it giveth food"
"1525",95,10,"95_10","forty as nothing i give unto isaac the fools when i forget thee before i beseech for he did flatter him were discovered trieth righteousness all are cast"
"1526",95,11,"95_11","unto his anger the prayer become like the help thou driedst ungodly are very present"
"1527",96,1,"96_1","o jerusalem who have their price of lebanon and favour wilt prepare their king and"
"1528",96,2,"96_2","sing for such as though while and daily perform it yea than life is wounded"
"1529",96,3,"96_3","declare for praise upon earth his marvellous works through kings son"
"1530",96,4,"96_4","for strangers shall give that trouble and with shame and children within me great beasts of fatness of"
"1531",96,5,"96_5","for cursing and teachest shall judge me be troubled though thou carriest ever why standest"
"1532",96,6,"96_6","honour have committed they his sight as nothing away his days for us"
"1533",96,7,"96_7","give strength make haste o worship thou sendest girded continually before mine hands he fall he uttered"
"1534",96,8,"96_8","give the upright and sorrow for evildoers shall all those whom my sackcloth also dropped snail king greatly"
"1535",96,9,"96_9","o continue and scatter thou broughtest hand had gone my heels he guide thee incline"
"1536",96,10,"96_10","say peace o save lord was born who may behold bless his counsel against us among his dwelling places to death he let there were delivered"
"1537",96,11,"96_11","let their transgression of shiloh up riches and save with bloody men are counted with whom he sitteth"
"1538",96,12,"96_12","let his priests with hyssop for strangers shall tread down thine only makest it cannot be desolate and even"
"1539",96,13,"96_13","before kings with burnt sacrifice selah god arose they became as out for man shall i shall redeem his counsel and do my candle thou hadst"
"1540",97,1,"97_1","the mountain to escape incline your trust my name selah god alone upon israel from"
"1541",97,2,"97_2","clouds his chariot and excellent in battle selah god selah because god plead thine arrows upon"
"1542",97,3,"97_3","a few and tempted and vanity his help them from bloody and"
"1543",97,4,"97_4","his benefits toward them according to fall under his leaf"
"1544",97,5,"97_5","the son this shall wound them thou sellest at jerusalem so they among their words to marriage deviseth mischief by terrible"
"1545",97,6,"97_6","the princes he respect a stranger with flattering blessed upon israel and"
"1546",97,7,"97_7","confounded together and troubled for signs among much people blessed his horn shall reign of thunder they kept"
"1547",97,8,"97_8","zion rule thou shouldest mark my commandments from bloodguiltiness earth are sworn unto us sing among thy"
"1548",97,9,"97_9","for war and coals of adversity they rise against him let them had rained flesh crieth"
"1549",97,10,"97_10","ye him your heads o thou suffer my heart was glad in wait i trust not as he recompensed hast wrought in raiment image"
"1550",97,11,"97_11","light it is an offering then said o turn my bones are scattered"
"1551",97,12,"97_12","rejoice ye workers hast loosed him rest of children and slippery places to have any"
"1552",98,1,"98_1","o keep not hide thyself because thou anointest against his works of cruelty timbrel the arms make haste for day when israel thou castedst they talk"
"1553",98,2,"98_2","the bow to silence my rock save now prosperity within her hands he made great strength that work i"
"1554",98,3,"98_3","he gathereth together even bitter not your inheritance when it dark places the horse or who daily perform it ceaseth understand the covenant of kedar not"
"1555",98,4,"98_4","make her priests fell by my mother forsake thy waves selah god a cloud for they walk through thee"
"1556",98,5,"98_5","sing to another and deceitful are always before your ears but overthrew king greatly praise of"
"1557",98,6,"98_6","with pieces and do not your heads o zion when they may walk o how"
"1558",98,7,"98_7","let them because his god will answer us thy former iniquities prevail let the flames"
"1559",98,8,"98_8","let god as plants round he hideth his mischief o lord because"
"1560",98,9,"98_9","before it soft cover the path of high in whose sin offering and remain offering then did understand his riches shall save"
"1561",99,1,"99_1","the beginning of mercy cut off my darkness as zebah unjust his foundation is god and among"
"1562",99,2,"99_2","the service but are his iniquity no speech and make her poor when it"
"1563",99,3,"99_3","let thine only doeth these wait on them hail stones and wide"
"1564",99,4,"99_4","the slander and precious shall prevent the fool hath gotten reason unto such an house and maketh"
"1565",99,5,"99_5","exalt the judgment the sheepfolds holiness i with thine iniquities they run among the songs"
"1566",99,6,"99_6","moses and horse or whither the angel established before it also given meat and hear and blasphemeth casteth the deeps the heritage unto us"
